"x","y"
447375.22990813,4626511.10346193
447397.599962191,4626486.61402222
447385.431244969,4626520.2925175
447492.227688793,4626492.11620064
447508.71037714,4626497.36067523
447531.332776521,4626508.35520788
447573.346146161,4626495.57140723
447552.264404786,4626499.3556683
447617.650811269,4626475.02343548
447609.86285609,4626485.64804732
447809.149778681,4626501.17919698
446072.98479653,4626456.33692469
446505.361863936,4626459.88996825
446478.616549622,4626451.22675507
446595.142059075,4626431.18922831
446606.949874351,4626450.86659293
446761.039975937,4626427.23884435
447221.53776919,4626466.54186409
447188.993576553,4626474.46834296
447269.567460532,4626446.61631524
447251.330649038,4626446.50071171
447323.796804133,4626454.42047297
447279.212227138,4626468.08905345
447323.283581017,4626449.87252486
447375.097715773,4626460.66954297
447391.358143289,4626452.30837625
447398.398519878,4626438.27913506
447395.903171366,4626434.42173979
447459.706387925,4626428.7495148
447454.982033977,4626454.35101727
447476.428867772,4626455.09118297
447480.526411498,4626435.08962943
447518.274203211,4626441.52761722
447564.47226695,4626428.26290923
446454.712233611,4626420.03393414
446480.238965328,4626396.74363576
446578.62824935,4626378.08070031
446739.740007394,4626417.15175646
446969.077245414,4626418.13371965
447062.949680386,4626401.81849084
447093.48030996,4626401.05203035
447176.000894618,4626394.45797289
447180.993533495,4626407.30002809
447228.230979841,4626421.97536095
447304.544689669,4626389.79478795
447367.484629899,4626390.071397
447446.994927712,4626416.84130195
447569.523376192,4626393.49518181
447552.926691552,4626390.28515443
447923.629724677,4626399.92410603
446428.571827139,4626356.17756001
446635.39864358,4626336.8907632
446673.176484916,4626334.19046665
447008.16835775,4626368.70163083
447014.718906232,4626339.30745409
447082.049782004,4626374.82347501
447167.062726244,4626373.81664404
447185.207048443,4626360.80910789
447183.835371269,4626373.05657447
447216.782967909,4626368.57865442
447324.653220165,4626336.66329318
447299.062808265,4626363.79250404
447311.313143838,4626360.30139712
447345.242867793,4626354.45156522
447412.757714069,4626373.72975072
447379.70963883,4626374.06677523
447421.070793807,4626367.53620136
447401.89779721,4626364.52030966
447454.115276411,4626362.38931133
447433.038332139,4626338.68588955
447453.344889451,4626354.20172673
447514.763993444,4626360.8572146
447492.765026435,4626350.74801616
447483.492717729,4626337.24484736
447512.706250488,4626360.42111698
447519.103803171,4626352.53139634
447541.040268727,4626359.02985744
447621.154680243,4626326.27155448
447945.963602501,4626349.76214571
446239.361027442,4626281.08852085
446524.281020358,4626314.58850813
446520.919069287,4626313.90359727
446548.776413698,4626314.708405
446671.795784822,4626324.24622249
446631.049138668,4626277.81621331
446709.183726215,4626318.36500021
446718.182440044,4626300.08795923
447106.390770175,4626287.70477389
447203.70198196,4626312.15238905
447177.308286552,4626305.33334691
447302.693349135,4626304.50833171
447288.230424409,4626318.51581838
447342.656814447,4626320.73836231
447373.468596977,4626281.90423375
447425.654271606,4626323.5538995
447470.752603421,4626301.23503735
447431.708872796,4626322.58706224
447590.874021302,4626300.68953494
447828.498434729,4626309.89276578
446628.370610939,4626245.37437407
446761.547728791,4626241.87672329
446728.645553382,4626272.07306601
446897.758312616,4626243.77077342
447056.114582776,4626260.38267967
447122.547766799,4626227.36387473
447183.594851452,4626272.86032843
447302.595460683,4626271.59064789
447308.242532646,4626226.93301088
447307.963759068,4626253.18829874
447313.007144304,4626272.77266186
447325.561571831,4626247.2932324
447457.161615125,4626244.89065284
447458.929745923,4626265.66388402
447609.167513973,4626265.80597115
447598.949644505,4626251.54917383
447970.203595248,4626234.88117038
447960.623209202,4626256.83911386
446029.728140752,4626196.46809433
446254.213868431,4626179.11662166
446409.64535462,4626217.8952885
446417.870768323,4626211.15523316
446538.135828392,4626190.66020756
446550.931391143,4626187.39594896
446606.185092754,4626211.17868073
446594.813134568,4626220.26323291
446647.923269647,4626190.93195903
446768.048845103,4626202.04204526
446801.064377767,4626203.66500064
446874.590330792,4626185.47013569
446841.840677767,4626220.59130489
446973.962534894,4626220.11384802
446929.803944507,4626194.89027986
446994.503044919,4626219.59515624
447036.438609764,4626189.02206081
447149.198281975,4626205.92842085
447194.287808635,4626179.99363
447256.737609836,4626182.38401405
447238.946371444,4626215.65618775
447384.509078949,4626196.14824886
447456.124171172,4626191.83821821
447511.205762171,4626210.74554555
447478.399240843,4626221.3612163
447567.356150982,4626221.61334012
446385.712424002,4626162.99890033
446444.26891472,4626129.29594639
446484.967852873,4626130.14948475
446480.335521384,4626170.30303723
446549.085413874,4626127.43193758
446545.233856305,4626153.59718986
446639.542463108,4626138.12040141
446628.692907188,4626147.43176348
446705.917054811,4626146.47853874
446716.127138829,4626127.79027499
446717.256413982,4626170.01590723
446744.016085763,4626154.85769166
446752.719636995,4626165.52721715
446743.135302782,4626147.49013524
447003.887857229,4626138.75766217
447229.304906388,4626134.81763401
447369.533340551,4626131.2971822
447392.446335265,4626132.45216773
447445.737461816,4626149.78388145
447545.640282275,4626129.44874032
447872.828939196,4626163.10507056
446545.666775911,4626117.53135319
446567.647488439,4626110.32970406
446599.34824307,4626106.91821658
446632.51260859,4626116.25895553
446695.335020928,4626118.07523068
446747.633148218,4626077.51592456
446812.63343757,4626087.72489295
446802.464626648,4626123.09355761
446933.747460344,4626116.65359491
447062.873444171,4626101.19337607
447194.18571823,4626093.25716094
447274.189717206,4626121.06201665
447290.140278428,4626077.14996082
447358.86488246,4626089.24451688
447359.125423466,4626108.75000403
447362.688869226,4626087.35735305
447362.727349601,4626096.55827834
447472.055219079,4626088.93377101
447489.27338206,4626091.62415718
446538.742878719,4626068.86963306
446581.675649108,4626058.05940848
446671.14294651,4626042.05446155
446717.738268164,4626034.20317972
446699.337250926,4626045.25531026
446760.72797901,4626049.94960679
446862.593297195,4626038.48234118
447019.965598127,4626050.80919161
447125.534292252,4626040.58588777
447177.914435125,4626061.3928352
447179.277516762,4626058.2121733
447217.370877869,4626070.38268833
447313.853818865,4626058.29600104
447374.664428376,4626041.61393452
447352.589676238,4626047.19735555
447352.533129451,4626027.46590481
447333.131336409,4626070.29828284
447376.2092283,4626044.93658581
447378.009388875,4626054.0642633
447403.766402206,4626029.1434187
447421.455818659,4626027.96889994
447410.275552783,4626055.30942228
447377.446393843,4626060.15808802
447428.402779519,4626037.65336723
447470.72403389,4626025.62228607
447440.132848709,4626055.53330693
446543.924945965,4625989.32600552
446556.846623309,4626011.60082668
446565.002550709,4626009.01131771
446616.10580103,4625989.79321787
446602.580597205,4626018.50717758
446578.071197064,4626013.28122852
446672.326751286,4625980.57913656
446646.527496527,4625993.86886464
446662.549336918,4625977.09211184
446661.617062276,4625979.92252123
446746.488066821,4625989.59506128
446768.505284283,4626016.38237602
447066.643534356,4626004.36500555
447184.766051813,4625997.46154761
447260.272866464,4626016.11281373
447301.107590448,4625995.42724633
447370.401766454,4626013.08472757
447437.312316941,4625980.37936924
447510.840243904,4626014.39606643
446710.924738774,4625938.43701598
446707.378786709,4625942.96854952
446704.620757024,4625931.67832593
446765.597450617,4625939.40096571
446758.77056059,4625927.24639437
446790.138854925,4625961.97263446
446858.28438414,4625966.07367717
446874.033984297,4625967.66151626
446882.131143985,4625946.83691536
447128.16419187,4625927.27624719
447205.827994947,4625950.71639913
447268.678097101,4625962.12975179
447245.440907276,4625927.33728695
447234.509131999,4625945.43283491
447292.277027806,4625973.21026486
447380.565420317,4625960.53257906
447386.525647971,4625967.69002724
447549.032814428,4625972.8463349
447888.702077256,4625957.37997888
447963.233451406,4625936.67878247
446487.262549542,4625878.07847434
446519.348915981,4625919.86378589
446671.670352621,4625919.39465908
446734.059791116,4625895.21102929
446735.995327064,4625919.89291195
446763.139525196,4625911.05106641
446852.233486518,4625903.01445513
446902.088123222,4625909.84165457
447007.955749286,4625909.51500287
447211.401607865,4625921.84338907
447207.739417208,4625899.92304988
447274.023243331,4625900.5375152
447228.048811655,4625879.0477894
447306.279431714,4625922.69494189
447286.760055751,4625913.65016536
447290.045840724,4625894.16219655
447414.2743223,4625920.37524637
447418.383882171,4625897.52839772
447385.896507616,4625906.27716854
447452.703794686,4625890.08714571
446013.975210057,4625855.6778667
446347.136627499,4625833.25819952
446560.02229728,4625830.73824827
446609.144921124,4625855.50623914
446675.344870717,4625844.28748672
446676.747184736,4625845.38205834
446804.241107986,4625851.20456889
446859.410688316,4625858.63680209
447093.604394002,4625833.93182467
447076.697880123,4625855.80762986
447199.854058225,4625867.46361848
447232.391997101,4625866.41537528
447253.286620148,4625835.46391204
447289.931977435,4625835.43148381
447348.45679726,4625860.21984002
447424.285790895,4625856.82543289
447431.034225982,4625837.29980458
447431.706610799,4625859.5215363
447875.075916701,4625844.54437783
446397.27524271,4625793.70088321
446425.930473278,4625815.39571679
446478.0271066,4625824.85947859
446526.060425397,4625787.7581238
446627.242226154,4625811.84294792
446675.679616991,4625775.53277829
446710.189639428,4625820.96488917
446737.33562649,4625777.14584486
446761.728040362,4625807.22636329
446736.000640353,4625814.57602577
446798.218903353,4625796.32992866
446889.382930903,4625776.79586577
447089.742327074,4625819.59658883
447162.331568275,4625793.10642153
447161.605935986,4625807.04654591
447222.464250692,4625775.14186602
447211.529836233,4625785.91440676
447252.042253932,4625793.24531486
447286.993716273,4625781.45214787
447299.738136271,4625787.55915783
447335.431552865,4625795.00585289
447422.692578856,4625798.23194783
447409.639212536,4625822.63009887
447896.271210781,4625794.568111
447970.857119339,4625792.65252909
446536.241570115,4625768.79288963
446643.805440015,4625768.52639065
446674.762692547,4625760.458057
446650.423823379,4625764.27751277
446743.636927148,4625771.31592174
446871.728597675,4625736.93177497
446974.688490946,4625769.70541095
447076.830599096,4625728.10349767
447299.815444287,4625771.8943922
447284.133174387,4625746.16311303
447299.449198006,4625735.23464736
447337.999026303,4625758.61800318
447359.476493229,4625759.05670747
447372.165768477,4625770.46465133
447369.395925908,4625748.728311
447413.240741892,4625734.07910175
447407.78468377,4625753.07347366
447406.273480272,4625767.76753807
447403.630381636,4625761.34608833
447428.929701995,4625769.20909151
447434.597546107,4625771.2115464
446142.169681739,4625707.27979306
446312.08210726,4625705.57708223
446508.828462125,4625678.01274583
446479.328107496,4625684.76507326
446497.733504511,4625700.59635126
446487.704421754,4625686.87362273
446568.583152047,4625679.69932212
446551.47990539,4625694.20253879
446546.061462467,4625687.71161926
446569.261928473,4625717.71592156
446591.162371309,4625721.12928589
446658.534634626,4625717.00868442
446673.92509511,4625678.5109351
446687.526995712,4625676.88612815
446807.563668839,4625711.51542595
446790.031263907,4625716.23784051
446858.052293712,4625682.11195907
446882.187858608,4625708.71145556
447221.313933877,4625707.05000161
447210.69703988,4625700.87318933
447236.836049508,4625675.67812944
447307.457698847,4625688.45701299
447392.159134103,4625711.66572329
446348.795099428,4625654.91621607
446421.691516275,4625633.0284906
446444.37382553,4625651.4169059
446521.98171299,4625648.48699692
446487.358218292,4625636.26489725
446525.113195658,4625660.91548424
446528.351328662,4625656.06924761
446609.048303729,4625627.44763
446604.749741103,4625651.86165567
446617.012654955,4625657.00271117
446626.42486518,4625628.28792712
446651.077360602,4625650.69291242
446664.355639659,4625661.267305
446669.458622392,4625652.63056599
446696.593926579,4625661.54508868
446721.546098799,4625625.72213411
446678.241586755,4625634.77221236
446721.473695431,4625635.19163404
446688.561633148,4625648.08505692
446690.647259972,4625629.08696022
446752.695800655,4625658.13727155
447254.146320513,4625650.12831018
447265.149421524,4625643.69133464
447365.013085876,4625635.21238173
447342.350770894,4625648.76869654
447342.917839973,4625646.43123428
447354.139408667,4625655.69868871
447349.545141798,4625660.0283501
447359.239163762,4625671.75530945
446046.50165335,4625577.22004335
446341.331105446,4625609.71739382
446325.36852737,4625592.29172525
446386.805544514,4625614.11412505
446439.765427017,4625597.68989118
446517.119623662,4625603.31768378
446516.334966826,4625597.47933585
446493.908582791,4625593.77108605
446546.492892853,4625575.95751288
446546.254173212,4625624.41370637
446567.946232355,4625592.2724414
446610.557137872,4625603.74343789
446604.147058888,4625581.61890832
446584.639854473,4625620.32564876
446583.591379412,4625597.11743258
446600.91322239,4625589.34517725
446593.662200496,4625575.27404836
446692.656657298,4625591.54078672
446710.727435967,4625580.03159604
446771.340794547,4625581.00841147
446783.40542051,4625590.87643919
447178.809656925,4625617.781452
447179.156267247,4625622.3595073
447199.224919069,4625619.19135964
447254.417602019,4625585.36141202
447304.231873434,4625608.73111703
447317.342142516,4625577.64144996
447355.153534608,4625578.83913034
447345.182127564,4625581.03362058
447341.160623322,4625580.40893733
447503.799134772,4625586.27084774
447808.063236519,4625593.83529756
446030.60385111,4625542.45960072
446079.364948568,4625557.45016264
446204.130426852,4625543.96438419
446387.092285464,4625558.49517495
446430.295102042,4625539.43590758
446442.809448671,4625552.77850594
446472.085433186,4625572.2889937
446435.074191622,4625547.21813777
446492.61359938,4625555.44785362
446535.115725291,4625559.25354185
446595.039082691,4625549.15686027
446613.33678019,4625550.44646927
446670.524390414,4625572.02873919
446705.193474737,4625572.82694187
446749.33935327,4625540.31708429
446750.812917855,4625546.03878704
446806.116204569,4625564.76876984
446797.992761014,4625532.46378624
446841.490210092,4625547.01145345
446924.497263564,4625526.25472569
446879.158619943,4625532.87175882
446965.381234791,4625525.52205864
446975.975278113,4625565.87304941
447087.891240604,4625561.83201836
447186.48065317,4625548.51785938
447263.591345481,4625542.18465214
447281.538810197,4625553.70533291
447353.028411057,4625567.47877636
447371.343613742,4625534.79530262
447416.189321293,4625540.70056692
447565.303496609,4625535.63524419
447655.178034329,4625550.42904506
446295.585427899,4625504.1699993
446415.233809443,4625523.60720542
446432.705847675,4625485.44718573
446479.501104646,4625484.22213136
446513.951376232,4625522.48353316
446543.849380256,4625491.84112605
446624.919919041,4625517.15763961
446584.518829954,4625492.47966817
446608.253734931,4625512.41117924
446669.06346844,4625500.20218289
446663.793661818,4625519.69540803
446651.253816427,4625493.461219
446715.107549331,4625483.29470764
446755.465180171,4625522.86853177
446759.471167962,4625506.65442476
446737.685877201,4625487.0399192
446752.285869117,4625500.14502496
446772.730860859,4625520.8766225
446792.710074526,4625491.40166109
446790.740350436,4625477.67106044
446827.720923256,4625506.43800651
446868.694538402,4625484.01878598
446907.773824176,4625491.25382731
446912.238775229,4625519.63975196
446911.975021346,4625518.58624571
447142.540181486,4625510.11257498
447251.492311712,4625476.13291346
447241.091168043,4625512.6539059
447252.560901293,4625507.52180995
447324.456162984,4625519.95426607
447511.146637786,4625509.20356697
446114.713470754,4625435.04469645
446286.253784096,4625425.13165942
446552.38460293,4625463.0242366
446549.573339778,4625425.54269343
446552.718602633,4625456.77950865
446657.205056015,4625466.50582902
446627.256911411,4625447.17036706
446707.35980419,4625464.22624234
446703.651205916,4625447.67439553
446810.744920198,4625425.01652893
446783.677235083,4625433.79287546
446873.733039876,4625452.34619963
446894.661922869,4625427.91182733
446881.136355002,4625454.79877077
446973.420123383,4625449.46920167
447223.497744102,4625452.43407738
447213.879132632,4625467.70851142
447238.252815534,4625439.97169981
447249.771092332,4625441.61645495
447247.534897632,4625471.9942876
447284.461556305,4625437.50416075
447323.366853164,4625462.03207255
447295.615392399,4625443.81078068
447327.355185675,4625459.54929708
447373.389171483,4625444.89788711
447420.612921915,4625428.98431271
447400.65152935,4625462.75144004
447521.148802107,4625434.1172662
447718.258350855,4625442.88204821
446574.885596789,4625417.77158255
446600.911792391,4625392.99613882
446620.824243838,4625421.38549831
446649.93438574,4625397.68136039
446640.595248283,4625419.28595413
446679.278923478,4625382.4249632
446720.63016519,4625378.17142227
446727.313932881,4625420.2124194
446770.012912271,4625420.97421328
446744.59559212,4625392.63082793
446808.197477378,4625386.82412026
446805.739418266,4625419.7639482
446783.931654913,4625389.326074
446841.788121231,4625408.45768737
446861.563871941,4625413.65512544
446873.620660696,4625397.2457367
446890.213576332,4625420.84427653
447260.327740491,4625399.39793613
447272.502008732,4625401.61107075
447289.220085309,4625422.52943225
447357.435586501,4625379.38424189
447418.883400573,4625383.8073579
447395.93286704,4625392.08560326
447867.433768348,4625397.35679033
447827.568822482,4625391.53180118
447876.906273223,4625386.87436499
446608.340755966,4625337.29105074
446653.35859888,4625326.41782945
446713.012351107,4625341.3895599
446821.617607411,4625363.3747621
446776.169399254,4625357.04105918
446801.127990743,4625337.09745628
447050.184713909,4625356.77931604
447128.983839194,4625347.04561712
447171.136272862,4625349.55371259
447216.166283563,4625337.27799945
447255.024056882,4625354.79952951
447270.637238689,4625326.06481427
447233.422521618,4625336.11667975
447281.018327642,4625368.32401587
447316.758337396,4625363.74294271
447362.179307546,4625327.15817042
447379.315309238,4625330.72398804
447393.40824245,4625358.81185224
446592.973829154,4625323.44075172
446660.377561254,4625278.81727653
446718.221398676,4625317.0833917
446679.420320538,4625281.15587739
446682.009179937,4625279.7537231
446764.009334403,4625289.66954127
446736.497217149,4625318.64195343
446854.605251679,4625323.34990472
446932.710640866,4625319.1963857
447218.730508978,4625317.40356548
447235.261305561,4625280.23759188
447310.794573033,4625295.59971474
447282.454032009,4625324.45029661
447320.000487787,4625289.01420841
447286.601102049,4625293.7000046
447280.485012953,4625319.33070938
447345.108557912,4625322.33552523
447346.70738451,4625310.21375237
447339.528697147,4625301.35737165
447338.640027912,4625309.20376282
447369.794543856,4625277.88957247
447382.592580433,4625308.42521742
447419.897316967,4625297.4533733
447470.539774431,4625313.69107029
446010.927022423,4625263.65792428
445984.006667999,4625238.09452135
446597.148147447,4625228.73885636
446850.64513511,4625228.28362909
446835.654875869,4625264.88884194
446918.791928666,4625242.74970557
446904.962938442,4625253.86261926
446996.585004358,4625252.98555128
447088.068265887,4625274.7375464
447201.429088844,4625256.33926957
447248.928628804,4625262.097483
447265.885731648,4625243.72980513
447276.181695436,4625252.49726474
447317.80861218,4625255.89090901
447361.106070084,4625228.18620356
447360.528074345,4625256.80211589
447374.966535182,4625225.24862743
447383.160591382,4625272.37821162
447414.436528203,4625267.3695668
447410.184606549,4625229.36900159
447433.331346582,4625247.10603026
447469.630396133,4625241.29184745
447430.86602207,4625244.84035254
447447.575704777,4625252.29881626
447756.163206755,4625262.56507747
447882.684004749,4625240.80670937
447906.319487211,4625261.89997637
447888.332546421,4625270.91409353
447942.054734996,4625245.74436316
446514.76509081,4625197.39375636
446630.678626674,4625204.82228999
446628.137817851,4625195.08491739
446693.139637064,4625216.3715585
446905.15296458,4625204.31579167
446976.738103549,4625178.96237008
447017.811407812,4625182.68306997
447038.197494252,4625175.48428491
447040.903918352,4625211.4348158
447207.264901197,4625193.37819045
447279.301090539,4625181.87119642
447326.445255952,4625198.31252788
447329.275792849,4625207.97284772
447365.617536916,4625215.82781628
447380.66379769,4625208.33628686
447424.674741074,4625206.02493559
447415.183436859,4625204.09412503
447665.18262669,4625202.1575602
447750.220973813,4625208.67032047
446191.709242121,4625166.25451329
446674.065513932,4625143.73350581
446942.632794101,4625156.06485721
447122.707232693,4625160.07964959
447138.751569076,4625134.91404948
447183.444685,4625174.1351545
447185.766366904,4625147.01284769
447245.743318042,4625136.28136072
447270.909981069,4625125.31361472
447269.113502244,4625127.2692106
447280.109527963,4625146.6616901
447318.273693859,4625142.42390079
447311.068079749,4625131.19536285
447282.502772391,4625174.10240152
447414.694818063,4625152.89420309
447450.663447834,4625140.71604968
447477.329600544,4625136.52554678
447492.698965338,4625155.69112077
447521.220345865,4625136.82252365
447517.176706204,4625161.77028747
447524.441722175,4625146.42835351
447801.241178741,4625138.23720576
447909.157705039,4625153.70253508
447910.264947207,4625150.99135654
445979.472438362,4625110.5764572
446507.546484959,4625079.67359199
446544.24166088,4625109.34472794
446744.941113319,4625089.60629837
446816.433660965,4625119.03382917
446778.293618723,4625086.15156464
446899.745498924,4625116.44203047
447025.587671145,4625105.34340126
447089.396731078,4625093.95522465
447089.110144181,4625105.55906335
447215.896526992,4625102.47990708
447189.278689912,4625098.74575868
447217.231605796,4625102.51527332
447205.687478615,4625079.05188842
447198.975077411,4625101.17457148
447251.05713486,4625111.70897472
447235.244914051,4625081.55518096
447321.419941378,4625077.05996677
447309.50610959,4625104.28032742
447275.772651273,4625100.50977696
447299.021018855,4625117.03296227
447319.218647433,4625082.41959702
447292.339548003,4625100.69006616
447306.22492769,4625103.73187315
447313.976499462,4625097.93175076
447299.317553802,4625109.26525081
447299.381011387,4625118.2758529
447282.739607734,4625084.8565393
447289.906297962,4625122.74129834
447343.204405683,4625086.56139141
447363.113028451,4625119.28206375
447327.402878599,4625121.90428701
447331.531898642,4625110.26042759
447371.579866961,4625098.43763508
447329.403715325,4625110.41267251
447411.200900935,4625119.86280541
447376.325779199,4625112.63561524
447416.164850374,4625081.1631237
447403.519085457,4625093.42761162
447443.481202796,4625098.09511007
