x_,y_,t_,sex,id,name
1782681.2519597695,2402292.423331344,2009-02-11T18:15:19Z,M,M1,Leroy
1782676.644764068,2402292.2049456667,2009-02-11T18:30:09Z,M,M1,Leroy
1782678.159418838,2402292.9082259173,2009-02-11T18:45:17Z,M,M1,Leroy
1782675.5443337613,2402301.4420168577,2009-02-11T19:00:12Z,M,M1,Leroy
1782678.3795690748,2402288.906328529,2009-02-11T19:15:14Z,M,M1,Leroy
1782684.697558265,2402277.769751997,2009-02-11T19:30:48Z,M,M1,Leroy
1782675.9508297003,2402301.5268104686,2009-02-11T19:45:23Z,M,M1,Leroy
1782689.9219190849,2402300.6325224745,2009-02-11T20:01:20Z,M,M1,Leroy
1782678.05109539,2402267.444330242,2009-02-11T20:15:44Z,M,M1,Leroy
1782677.265680463,2402292.443885236,2009-02-11T20:30:22Z,M,M1,Leroy
1782677.5125526479,2402289.918337041,2009-02-11T20:45:14Z,M,M1,Leroy
1782673.9276214093,2402297.108422248,2009-02-11T21:00:17Z,M,M1,Leroy
1782691.5137905565,2402292.993352263,2009-02-11T21:15:18Z,M,M1,Leroy
1782689.7400366324,2402286.0385363456,2009-02-11T21:30:16Z,M,M1,Leroy
1782672.06802916,2402297.8968253345,2009-02-11T21:45:06Z,M,M1,Leroy
1782681.9498208754,2402296.045463799,2009-02-11T22:00:23Z,M,M1,Leroy
1782680.7467532968,2402290.2479421515,2009-02-11T22:15:15Z,M,M1,Leroy
1782675.204030559,2402295.2860999354,2009-02-11T22:30:49Z,M,M1,Leroy
1782676.0149627605,2402298.8546202006,2009-02-11T22:45:23Z,M,M1,Leroy
1782671.90748045,2402276.2908528675,2009-02-11T23:00:19Z,M,M1,Leroy
1782679.1716353602,2402288.634547311,2009-02-11T23:15:15Z,M,M1,Leroy
1782681.741198933,2402288.4507135497,2009-02-11T23:30:26Z,M,M1,Leroy
1782680.096924304,2402295.67551341,2009-02-11T23:45:09Z,M,M1,Leroy
1782683.526611045,2402297.016121843,2009-02-12T00:00:05Z,M,M1,Leroy
1782677.9006339433,2402292.835448445,2009-02-12T00:15:38Z,M,M1,Leroy
1782686.034297058,2402293.3148514396,2009-02-12T00:30:39Z,M,M1,Leroy
1782682.966737526,2402269.538840207,2009-02-12T00:45:19Z,M,M1,Leroy
1782677.5149340986,2402287.0477681584,2009-02-12T01:00:11Z,M,M1,Leroy
1782683.2718234658,2402288.2390144314,2009-02-12T01:15:09Z,M,M1,Leroy
1782679.9487631635,2402288.990877292,2009-02-12T01:30:22Z,M,M1,Leroy
1782678.0149911875,2402292.070101154,2009-02-12T01:45:12Z,M,M1,Leroy
1782663.9580550853,2402289.4068468837,2009-02-12T02:00:08Z,M,M1,Leroy
1782955.8111248983,2402544.817984223,2009-02-12T02:15:30Z,M,M1,Leroy
1783146.3077041917,2402577.682344769,2009-02-12T02:30:13Z,M,M1,Leroy
1783333.5800354416,2402603.9649034515,2009-02-12T02:45:58Z,M,M1,Leroy
1783939.1586314938,2402997.2206521067,2009-02-12T03:01:11Z,M,M1,Leroy
1784307.7900350916,2403241.0025769593,2009-02-12T09:30:55Z,M,M1,Leroy
1784331.7356050494,2403385.994135125,2009-02-12T09:45:31Z,M,M1,Leroy
1784312.5237884568,2403216.168631476,2009-02-12T10:00:18Z,M,M1,Leroy
1784306.58676606,2403244.737067122,2009-02-12T10:15:55Z,M,M1,Leroy
1784322.9275838581,2403269.0548773226,2009-02-12T10:30:55Z,M,M1,Leroy
1784314.1735108467,2403258.9167765793,2009-02-12T10:45:52Z,M,M1,Leroy
1784305.4577415735,2403250.5220199516,2009-02-12T11:00:49Z,M,M1,Leroy
1784491.0906417186,2402997.783568985,2009-02-12T11:15:39Z,M,M1,Leroy
1784693.725740956,2402542.296951342,2009-02-12T11:31:08Z,M,M1,Leroy
1784732.2837346108,2402364.838519217,2009-02-12T11:46:11Z,M,M1,Leroy
1784909.4789252025,2402426.2108263276,2009-02-13T00:45:43Z,M,M1,Leroy
1784950.794991395,2402218.797424315,2009-02-13T01:00:25Z,M,M1,Leroy
1784982.6001546495,2401854.9935827064,2009-02-13T01:15:10Z,M,M1,Leroy
1785452.1698520626,2401542.2343057594,2009-02-13T01:30:49Z,M,M1,Leroy
1785462.6964872049,2401518.3831345346,2009-02-13T01:45:48Z,M,M1,Leroy
1785632.9492085455,2401168.5528902505,2009-02-13T02:00:16Z,M,M1,Leroy
1786018.3114773906,2400892.184660649,2009-02-13T02:15:57Z,M,M1,Leroy
1786447.0548443769,2400329.1609214423,2009-02-13T02:31:09Z,M,M1,Leroy
1786953.9956155603,2400453.5819089045,2009-02-13T02:46:48Z,M,M1,Leroy
1787358.1253510593,2400456.4888158417,2009-02-13T03:01:38Z,M,M1,Leroy
1787338.9632168133,2400469.0657319725,2009-02-13T03:30:55Z,M,M1,Leroy
1787333.79827649,2400468.896270556,2009-02-13T03:45:50Z,M,M1,Leroy
1787334.2741774758,2400448.104002945,2009-02-13T04:00:22Z,M,M1,Leroy
1787332.4125986204,2400466.132179955,2009-02-13T04:15:06Z,M,M1,Leroy
1787327.5831224797,2400467.0876278356,2009-02-13T04:30:50Z,M,M1,Leroy
1787374.7343332567,2400496.2236929606,2009-02-13T04:45:16Z,M,M1,Leroy
1787303.422058885,2400456.90637843,2009-02-13T05:00:45Z,M,M1,Leroy
1787313.2601073678,2400447.261683976,2009-02-13T05:16:15Z,M,M1,Leroy
1787333.8234173227,2400448.6631995817,2009-02-13T05:31:14Z,M,M1,Leroy
1787450.0069331005,2400365.322577753,2009-02-13T06:16:51Z,M,M1,Leroy
1787659.39303422,2400706.0380091197,2009-02-13T07:00:39Z,M,M1,Leroy
1787660.4748813417,2400708.213152493,2009-02-13T07:15:13Z,M,M1,Leroy
1787486.7662004123,2400899.509196437,2009-02-13T07:30:14Z,M,M1,Leroy
1787312.2359130136,2401115.5139741395,2009-02-13T07:45:33Z,M,M1,Leroy
1787290.2758096936,2401128.9194377605,2009-02-13T08:01:01Z,M,M1,Leroy
1787334.6355015007,2401091.5880126455,2009-02-13T08:15:39Z,M,M1,Leroy
1787332.071427911,2401101.2595188646,2009-02-13T08:30:50Z,M,M1,Leroy
1787353.6838493315,2401101.3369809566,2009-02-13T08:45:27Z,M,M1,Leroy
1787327.7305053114,2401115.7009812524,2009-02-13T09:00:51Z,M,M1,Leroy
1787329.500562951,2401104.4396182457,2009-02-13T09:15:16Z,M,M1,Leroy
1787325.1955901324,2401124.368607875,2009-02-13T09:30:42Z,M,M1,Leroy
1787326.6518773208,2401117.248241274,2009-02-13T09:45:46Z,M,M1,Leroy
1787331.8836284962,2401113.5397943193,2009-02-13T10:00:07Z,M,M1,Leroy
1787330.9121468512,2401125.737376037,2009-02-13T10:15:44Z,M,M1,Leroy
1787329.4139589428,2401113.2980116266,2009-02-13T10:30:12Z,M,M1,Leroy
1787329.3042848771,2401111.96252681,2009-02-13T10:45:19Z,M,M1,Leroy
1787328.8176146627,2401110.1355093815,2009-02-13T11:00:11Z,M,M1,Leroy
1787333.3336562759,2401108.8071033177,2009-02-13T11:15:20Z,M,M1,Leroy
1787344.2935520522,2401120.093012916,2009-02-13T11:30:51Z,M,M1,Leroy
1787356.2371300105,2401138.6191887334,2009-02-13T11:45:40Z,M,M1,Leroy
1787340.9923873178,2401098.013493447,2009-02-13T12:00:42Z,M,M1,Leroy
1787328.5083846261,2401108.9708849317,2009-02-13T12:15:17Z,M,M1,Leroy
1787303.4810433872,2401132.158080516,2009-02-13T12:30:13Z,M,M1,Leroy
1787323.635609229,2401112.22470703,2009-02-13T12:45:13Z,M,M1,Leroy
1787311.5717259496,2401125.3953493666,2009-02-13T13:00:20Z,M,M1,Leroy
1787532.9984692647,2401023.8811022486,2009-02-13T13:15:36Z,M,M1,Leroy
1787456.6417471515,2401120.614404445,2009-02-13T13:30:44Z,M,M1,Leroy
1787461.9016765587,2401117.245824047,2009-02-13T13:45:26Z,M,M1,Leroy
1787466.550586882,2401104.7153279763,2009-02-13T14:00:49Z,M,M1,Leroy
1787296.5002996493,2400495.6147931153,2009-02-13T14:15:34Z,M,M1,Leroy
1786918.5248143605,2399961.7863581595,2009-02-13T14:30:15Z,M,M1,Leroy
1786854.1834641665,2399788.7636812474,2009-02-14T00:16:13Z,M,M1,Leroy
1786848.1270415473,2399785.6493500336,2009-02-14T00:30:09Z,M,M1,Leroy
1786813.5500548375,2400355.533955202,2009-02-14T00:45:44Z,M,M1,Leroy
1786349.1647841756,2400455.274904708,2009-02-14T01:00:27Z,M,M1,Leroy
1786028.5246098856,2400829.597614483,2009-02-14T01:16:59Z,M,M1,Leroy
1785815.1594859227,2401149.3169246996,2009-02-14T01:30:44Z,M,M1,Leroy
1785565.272169959,2401210.870076683,2009-02-14T01:45:24Z,M,M1,Leroy
1785135.0482546648,2401315.8611976705,2009-02-14T02:01:07Z,M,M1,Leroy
1784758.5634087808,2401761.6700045643,2009-02-14T02:15:23Z,M,M1,Leroy
1784761.6296988432,2401765.038679704,2009-02-14T02:30:38Z,M,M1,Leroy
1784671.478070679,2402078.356794515,2009-02-14T02:45:38Z,M,M1,Leroy
1784692.551021133,2402366.5577703016,2009-02-14T03:00:40Z,M,M1,Leroy
1784708.5007019085,2402346.4962929687,2009-02-14T03:15:43Z,M,M1,Leroy
1784719.7340141588,2402326.0400451985,2009-02-14T04:46:28Z,M,M1,Leroy
1784754.370036994,2402369.1339545487,2009-02-14T05:00:57Z,M,M1,Leroy
1784736.801802548,2402350.335792933,2009-02-14T05:15:50Z,M,M1,Leroy
1784770.7570031488,2402386.457587567,2009-02-14T05:31:33Z,M,M1,Leroy
1784740.3834897398,2402336.7480702866,2009-02-14T05:45:53Z,M,M1,Leroy
1784715.3051916475,2402307.95718217,2009-02-14T06:01:25Z,M,M1,Leroy
1784758.7855606298,2402379.8286575023,2009-02-14T06:16:10Z,M,M1,Leroy
1784761.007862848,2402346.7151500755,2009-02-14T06:31:37Z,M,M1,Leroy
1783878.9620092816,2402928.547807051,2009-02-14T09:30:55Z,M,M1,Leroy
1783067.3738109828,2403293.7573924395,2009-02-14T09:45:17Z,M,M1,Leroy
1782984.0658388105,2403402.30229594,2009-02-14T10:01:15Z,M,M1,Leroy
1782892.9428844384,2403184.258911358,2009-02-14T10:15:18Z,M,M1,Leroy
1782922.481779502,2403121.212518708,2009-02-14T10:30:13Z,M,M1,Leroy
1782611.49393602,2403212.7248290596,2009-02-14T10:45:34Z,M,M1,Leroy
1782218.888527346,2403388.908515424,2009-02-14T11:00:54Z,M,M1,Leroy
1782149.4942375254,2403253.7503704857,2009-02-14T11:15:57Z,M,M1,Leroy
1781842.3941230823,2403486.235698413,2009-02-14T11:30:37Z,M,M1,Leroy
1781247.384491717,2403679.294627029,2009-02-14T12:00:49Z,M,M1,Leroy
1781024.7592625287,2403331.398737413,2009-02-14T12:30:21Z,M,M1,Leroy
1780727.0381780136,2403485.636315134,2009-02-14T12:45:49Z,M,M1,Leroy
1780301.937181312,2403674.1685585864,2009-02-14T13:00:49Z,M,M1,Leroy
1780106.9656928424,2403715.744813518,2009-02-14T13:31:05Z,M,M1,Leroy
1781510.4801995403,2403079.877123745,2009-02-15T00:15:48Z,M,M1,Leroy
1781352.7044665439,2402471.993662204,2009-02-15T00:30:41Z,M,M1,Leroy
1781367.12249993,2402238.2378429207,2009-02-15T00:45:44Z,M,M1,Leroy
1781368.1434849785,2402242.9352909634,2009-02-15T01:00:19Z,M,M1,Leroy
1781366.6819101986,2402236.3535407423,2009-02-15T01:15:20Z,M,M1,Leroy
1781365.5888243318,2402240.1946396297,2009-02-15T01:30:41Z,M,M1,Leroy
1781450.9627016617,2402129.9187671426,2009-02-15T01:45:50Z,M,M1,Leroy
1781446.5523783434,2402119.0101057207,2009-02-15T02:00:36Z,M,M1,Leroy
1781444.0481973675,2402117.7168880734,2009-02-15T02:15:13Z,M,M1,Leroy
1781444.6187291641,2402122.480004901,2009-02-15T02:30:39Z,M,M1,Leroy
1781450.8174022012,2402132.1582253966,2009-02-15T02:46:03Z,M,M1,Leroy
1781444.9936983024,2402131.285167824,2009-02-15T03:00:51Z,M,M1,Leroy
1781442.867872253,2402139.8429640615,2009-02-15T03:31:11Z,M,M1,Leroy
1781433.0686860934,2402164.2126823636,2009-02-15T03:46:08Z,M,M1,Leroy
1781446.896050545,2402139.3263927265,2009-02-15T04:00:52Z,M,M1,Leroy
1781456.9110422346,2402136.873439505,2009-02-15T04:45:54Z,M,M1,Leroy
1781442.9017376478,2402128.320966115,2009-02-15T05:00:13Z,M,M1,Leroy
1781367.0754275187,2402106.091269655,2009-02-15T05:15:16Z,M,M1,Leroy
1781443.4147315538,2402126.2948588883,2009-02-15T05:30:11Z,M,M1,Leroy
1781447.5068884771,2402126.8155115116,2009-02-15T05:45:51Z,M,M1,Leroy
1781453.1258766311,2402128.7655577757,2009-02-15T06:00:08Z,M,M1,Leroy
1781450.9341612123,2402128.1664319634,2009-02-15T06:15:16Z,M,M1,Leroy
1781445.2751201598,2402122.922461354,2009-02-15T06:30:17Z,M,M1,Leroy
1781452.890360385,2402123.1170680043,2009-02-15T06:45:17Z,M,M1,Leroy
1781450.0633743252,2402130.3260539672,2009-02-15T07:00:34Z,M,M1,Leroy
1781366.704342868,2402097.9760943027,2009-02-15T07:15:09Z,M,M1,Leroy
1781608.9853163392,2402092.307042525,2009-02-15T07:30:18Z,M,M1,Leroy
1781370.707351889,2402054.6983924746,2009-02-15T07:45:40Z,M,M1,Leroy
1781367.5513711285,2402228.474552965,2009-02-15T08:16:49Z,M,M1,Leroy
1781367.9600862246,2402240.3883642415,2009-02-15T08:30:50Z,M,M1,Leroy
1781364.4982692578,2402232.115902985,2009-02-15T08:45:10Z,M,M1,Leroy
1781342.0571871996,2402197.382655001,2009-02-15T09:00:19Z,M,M1,Leroy
1781370.6265135948,2402237.815388865,2009-02-15T09:15:17Z,M,M1,Leroy
1781367.997014079,2402216.1313218796,2009-02-15T09:30:35Z,M,M1,Leroy
1781361.6431969705,2402227.570064734,2009-02-15T09:45:11Z,M,M1,Leroy
1781443.017388281,2402195.1512035453,2009-02-15T10:00:26Z,M,M1,Leroy
1781469.231162604,2402131.36007928,2009-02-15T10:15:51Z,M,M1,Leroy
1781420.3177846265,2402147.551744641,2009-02-15T10:30:11Z,M,M1,Leroy
1781473.4272093326,2402142.6085054493,2009-02-15T11:00:47Z,M,M1,Leroy
1781460.748915206,2402108.325119108,2009-02-15T11:15:48Z,M,M1,Leroy
1781453.7845772512,2402137.8560748263,2009-02-15T11:30:48Z,M,M1,Leroy
1781458.656082202,2402139.112428117,2009-02-15T11:45:43Z,M,M1,Leroy
1781469.3333305488,2402117.04063547,2009-02-15T12:00:49Z,M,M1,Leroy
1781465.4402931319,2402139.6730811973,2009-02-15T12:16:31Z,M,M1,Leroy
1781450.6499015156,2402132.8305941457,2009-02-15T12:31:27Z,M,M1,Leroy
1781797.0005593433,2401924.331873103,2009-02-15T12:45:35Z,M,M1,Leroy
1782133.2402338465,2401913.7939278884,2009-02-15T23:16:43Z,M,M1,Leroy
1782092.7187819337,2402054.3116890495,2009-02-15T23:30:05Z,M,M1,Leroy
1782078.909938553,2402059.1846531355,2009-02-15T23:45:44Z,M,M1,Leroy
1782089.5414449852,2402048.690057627,2009-02-16T00:00:25Z,M,M1,Leroy
1782054.911100677,2402058.061951783,2009-02-16T00:15:26Z,M,M1,Leroy
1782092.1924235497,2402051.69496767,2009-02-16T00:30:10Z,M,M1,Leroy
1782198.3328572675,2402332.674443267,2009-02-16T00:45:08Z,M,M1,Leroy
1782269.7235252743,2403020.598399782,2009-02-16T01:00:23Z,M,M1,Leroy
1782568.9923148402,2403281.3604332726,2009-02-16T01:16:11Z,M,M1,Leroy
1782661.7566782795,2403773.013105419,2009-02-16T01:31:01Z,M,M1,Leroy
1782701.3703805124,2403926.4697459824,2009-02-16T01:45:23Z,M,M1,Leroy
1782702.5187084442,2403900.4424280687,2009-02-16T02:01:21Z,M,M1,Leroy
1782706.7682210742,2403918.687293741,2009-02-16T02:15:05Z,M,M1,Leroy
1782687.3093352518,2403904.8094965564,2009-02-16T02:30:15Z,M,M1,Leroy
1782686.7562569396,2403897.718906042,2009-02-16T02:45:14Z,M,M1,Leroy
1782695.3930805975,2403914.706230159,2009-02-16T03:00:20Z,M,M1,Leroy
1782683.852809359,2403905.632916686,2009-02-16T03:15:46Z,M,M1,Leroy
1782677.6657543539,2403907.957064124,2009-02-16T03:30:11Z,M,M1,Leroy
1782679.622125777,2403905.1704349583,2009-02-16T03:45:06Z,M,M1,Leroy
1782681.080490598,2403907.2041327865,2009-02-16T04:00:51Z,M,M1,Leroy
1782680.3891902114,2403908.0395089556,2009-02-16T04:15:26Z,M,M1,Leroy
1782759.8889723262,2403775.014411123,2009-02-16T04:30:17Z,M,M1,Leroy
1783163.620203972,2403580.7201336892,2009-02-16T04:45:21Z,M,M1,Leroy
1783310.4060290405,2403702.7178195086,2009-02-16T05:00:26Z,M,M1,Leroy
1783076.7209256187,2403423.6694497764,2009-02-16T05:15:48Z,M,M1,Leroy
1783010.5349238554,2403454.4429504354,2009-02-16T05:30:20Z,M,M1,Leroy
1783007.5217927718,2403461.1595748295,2009-02-16T05:45:38Z,M,M1,Leroy
1782999.4027833168,2403455.4690046315,2009-02-16T06:00:17Z,M,M1,Leroy
1782984.4765179537,2403443.4224971198,2009-02-16T06:15:29Z,M,M1,Leroy
1782670.2553209807,2403883.9217513315,2009-02-16T06:30:39Z,M,M1,Leroy
1782661.6000313256,2403933.90725174,2009-02-16T06:45:15Z,M,M1,Leroy
1782748.2666018023,2403934.4904616806,2009-02-16T07:00:22Z,M,M1,Leroy
1782554.5298839891,2404223.708911281,2009-02-16T07:15:24Z,M,M1,Leroy
1782047.9181723283,2404426.889944011,2009-02-16T07:30:39Z,M,M1,Leroy
1781791.1925685012,2404254.1469268515,2009-02-16T07:45:20Z,M,M1,Leroy
1781770.5697705585,2404245.6461450257,2009-02-16T08:01:50Z,M,M1,Leroy
1781762.271653746,2404268.613136005,2009-02-16T08:16:36Z,M,M1,Leroy
1781782.144992461,2404238.8208199665,2009-02-16T08:30:48Z,M,M1,Leroy
1781783.0624365723,2404256.2756505515,2009-02-16T08:45:45Z,M,M1,Leroy
1781775.3674762314,2404252.328998625,2009-02-16T09:00:58Z,M,M1,Leroy
1781977.8642147328,2404597.0655822256,2009-02-16T09:15:35Z,M,M1,Leroy
1782226.3881431895,2405061.9512326,2009-02-16T09:30:46Z,M,M1,Leroy
1782421.1637669764,2404708.186446402,2009-02-16T09:45:26Z,M,M1,Leroy
1782533.0155417759,2403992.8298046854,2009-02-16T10:00:51Z,M,M1,Leroy
1782550.4655983087,2403987.580717499,2009-02-16T10:15:35Z,M,M1,Leroy
1782598.0949731283,2403897.7894141674,2009-02-16T10:30:38Z,M,M1,Leroy
1782681.872519977,2403824.680882902,2009-02-16T10:45:24Z,M,M1,Leroy
1782729.2587348616,2403763.6350542633,2009-02-16T11:01:09Z,M,M1,Leroy
1782725.4615376354,2403760.530475881,2009-02-16T11:15:51Z,M,M1,Leroy
1782728.0280789423,2403756.05087949,2009-02-16T11:30:16Z,M,M1,Leroy
1782721.5937074502,2403764.219448286,2009-02-16T11:45:20Z,M,M1,Leroy
1782728.4653429643,2403754.558128557,2009-02-16T12:00:25Z,M,M1,Leroy
1782723.5175146235,2403764.6062938254,2009-02-16T12:15:11Z,M,M1,Leroy
1782722.5925571055,2403765.616006796,2009-02-16T12:30:45Z,M,M1,Leroy
1782717.138425836,2403770.847087027,2009-02-16T12:45:43Z,M,M1,Leroy
1782730.3520621082,2403758.737544498,2009-02-16T13:00:25Z,M,M1,Leroy
1782725.3947206591,2403752.2343542115,2009-02-16T13:16:04Z,M,M1,Leroy
1782697.0355569948,2403765.5105094356,2009-02-16T13:30:55Z,M,M1,Leroy
1782734.8453706054,2403764.2694745767,2009-02-16T14:00:43Z,M,M1,Leroy
1782722.687270578,2403761.756698983,2009-02-16T14:15:48Z,M,M1,Leroy
1782722.951523922,2403747.0502917715,2009-02-16T14:30:59Z,M,M1,Leroy
1782725.2664037992,2403767.2141391817,2009-02-16T14:45:45Z,M,M1,Leroy
1782728.8107562105,2403761.748836416,2009-02-16T15:01:33Z,M,M1,Leroy
1782727.692037581,2403762.517410927,2009-02-16T15:30:54Z,M,M1,Leroy
1782729.581531278,2403736.11437334,2009-02-16T15:46:34Z,M,M1,Leroy
1782714.7360522405,2403776.8930070368,2009-02-16T16:00:50Z,M,M1,Leroy
1782730.1579357178,2403721.6082386174,2009-02-16T16:16:08Z,M,M1,Leroy
1782699.5506798457,2403753.622744475,2009-02-16T16:30:45Z,M,M1,Leroy
1782723.0700048036,2403758.023045756,2009-02-16T16:45:19Z,M,M1,Leroy
1782732.0086627174,2403748.4264815315,2009-02-16T17:01:33Z,M,M1,Leroy
1782745.7736860516,2403793.3301168103,2009-02-16T17:31:14Z,M,M1,Leroy
1782725.2297102786,2403755.2960661477,2009-02-16T17:45:43Z,M,M1,Leroy
1782729.0275733925,2403782.437768554,2009-02-16T18:00:54Z,M,M1,Leroy
1782731.0513111046,2403756.95084024,2009-02-16T18:15:45Z,M,M1,Leroy
1782732.0631647154,2403766.4470236925,2009-02-16T18:30:19Z,M,M1,Leroy
1782727.9926969297,2403740.067617309,2009-02-16T18:45:16Z,M,M1,Leroy
1782729.1361064694,2403740.4303681282,2009-02-16T19:00:47Z,M,M1,Leroy
1782737.3184191955,2403750.4768030737,2009-02-16T19:15:50Z,M,M1,Leroy
1782700.4633531685,2403738.438311347,2009-02-16T19:30:51Z,M,M1,Leroy
1782773.2949701918,2403720.7565360223,2009-02-16T20:01:20Z,M,M1,Leroy
1782750.213944813,2403747.1234683446,2009-02-16T20:15:56Z,M,M1,Leroy
1782723.3787244793,2403748.0357989906,2009-02-16T20:31:20Z,M,M1,Leroy
1782721.8822449395,2403767.308214508,2009-02-16T20:45:48Z,M,M1,Leroy
1782724.7983188725,2403764.071352983,2009-02-16T21:00:55Z,M,M1,Leroy
1782766.3819491158,2403836.386720991,2009-02-16T21:15:50Z,M,M1,Leroy
1782730.1785736613,2403751.174124939,2009-02-16T21:30:51Z,M,M1,Leroy
1782725.2728253747,2403760.7269432335,2009-02-16T21:45:11Z,M,M1,Leroy
1782724.991653729,2403756.5833515576,2009-02-16T22:00:57Z,M,M1,Leroy
1782715.9317577505,2403726.977728527,2009-02-16T22:15:59Z,M,M1,Leroy
1782729.5400471117,2403750.586447475,2009-02-16T22:30:50Z,M,M1,Leroy
1782725.4051617552,2403755.0849727965,2009-02-16T22:45:51Z,M,M1,Leroy
1782727.4984761835,2403994.549296161,2009-02-16T23:01:24Z,M,M1,Leroy
1783047.7998247126,2403656.8105191784,2009-02-16T23:16:43Z,M,M1,Leroy
1784367.5640825983,2403349.708867385,2009-02-17T00:00:43Z,M,M1,Leroy
1784511.3168612379,2403051.5407817583,2009-02-17T00:15:59Z,M,M1,Leroy
1784838.2411633057,2402885.7857906115,2009-02-17T00:30:38Z,M,M1,Leroy
1784896.4757195176,2402427.8131588213,2009-02-17T00:45:51Z,M,M1,Leroy
1784784.1892094424,2402138.251944899,2009-02-17T01:01:23Z,M,M1,Leroy
1784010.2231189494,2401924.4360514567,2009-02-17T01:16:16Z,M,M1,Leroy
1783085.189837115,2402683.52737491,2009-02-17T02:01:29Z,M,M1,Leroy
1783089.2892655898,2402673.955674166,2009-02-17T02:45:49Z,M,M1,Leroy
1783103.7543893147,2402677.612395974,2009-02-17T03:00:50Z,M,M1,Leroy
1783110.3169735793,2402680.0974493474,2009-02-17T03:15:25Z,M,M1,Leroy
1783105.16617731,2402678.325867661,2009-02-17T03:30:16Z,M,M1,Leroy
1783112.688367634,2402681.2794493274,2009-02-17T03:45:21Z,M,M1,Leroy
1782921.4282623131,2402795.4899129365,2009-02-17T04:15:36Z,M,M1,Leroy
1782573.2589405358,2402335.305122547,2009-02-17T04:31:28Z,M,M1,Leroy
1782307.9065824263,2401624.7210323797,2009-02-17T05:01:49Z,M,M1,Leroy
1781309.6815415658,2402086.34122681,2009-02-17T05:46:12Z,M,M1,Leroy
1781309.696589534,2402080.729097395,2009-02-17T06:01:18Z,M,M1,Leroy
1781306.1890351619,2402083.286787122,2009-02-17T06:15:21Z,M,M1,Leroy
1781788.9252887627,2402366.916506402,2009-02-17T06:30:23Z,M,M1,Leroy
1782241.6507176594,2402396.781835115,2009-02-17T06:46:13Z,M,M1,Leroy
1782453.2956210242,2401715.857945985,2009-02-17T07:01:12Z,M,M1,Leroy
1783080.3482996407,2401200.0034661745,2009-02-17T07:15:35Z,M,M1,Leroy
1783760.6221778863,2400714.4381718165,2009-02-17T07:30:49Z,M,M1,Leroy
1784056.936731734,2400844.468661941,2009-02-17T07:46:27Z,M,M1,Leroy
1783866.3883587008,2400880.1801876877,2009-02-17T08:01:06Z,M,M1,Leroy
1783976.2979704326,2401485.1429346493,2009-02-17T08:16:20Z,M,M1,Leroy
1783792.3155316326,2401516.895303758,2009-02-17T08:31:21Z,M,M1,Leroy
1784098.0084957397,2401562.915473597,2009-02-17T08:45:44Z,M,M1,Leroy
1784465.3248483748,2401804.2999938643,2009-02-17T09:00:11Z,M,M1,Leroy
1784694.0317414647,2402336.323557211,2009-02-17T09:15:15Z,M,M1,Leroy
1784700.2108031188,2402338.5582423476,2009-02-17T09:30:33Z,M,M1,Leroy
1784973.8766054914,2402216.8172091898,2009-02-17T09:45:52Z,M,M1,Leroy
1784929.862805847,2402464.386915252,2009-02-17T10:00:45Z,M,M1,Leroy
1784891.4054985512,2402761.994365088,2009-02-17T10:16:29Z,M,M1,Leroy
1785247.3123155958,2402581.7151378593,2009-02-17T10:30:33Z,M,M1,Leroy
